top_category,enabled,category_path,title,xml_url,local_xml_url,html_url,type,priority,status,tags,language,cadence,owner,notes,last_update,last_checked,核心价值,信息密度,原创性,时效性,主要内容形式,情绪影响,适合使用场景,噪音程度,source_comment
Articles,Y,英文博客,chadnauseam.com,https://chadnauseam.com/rss.xml,,https://chadnauseam.com,rss,P2,active,英文博客,en,,,,失效,2026-05-02,,,,,,,,,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,simone.org,https://simone.org/feed/,,https://simone.org,rss,P2,active,生活方式、设计、社会,en,,,,185天前,2026-05-02,从技术、商业与公共议题切入提供观察，适合补充日常信息流之外的深层视角。,中,高,中,观点评论、深度文章,引发思考，偶尔会带来一点时代焦虑,周末阅读、写作素材、项目调研,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,it-notes.dragas.net,https://it-notes.dragas.net/feed/,,https://it-notes.dragas.net,rss,P2,active,科技、设计,en,,,,42天前,2026-05-02,持续输出高质量个人观察与行业思考，适合补充日常信息视角。,中,高,中,深度文章、观点评论,提供启发,日常浏览、学习积累、写作素材,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,beej.us,https://beej.us/blog/rss.xml,,https://beej.us,rss,P2,active,编程、科技,en,,,,51天前,2026-05-02,用工程师视角拆解语言、系统与开发工具问题，技术含量高且可直接借鉴。,高,高,弱,深度文章、教程,提供启发，会让人想动手试一试,学习积累、项目调研、系统补课,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,hey.paris,https://hey.paris/index.xml,,https://hey.paris,rss,P2,active,科技、编程,en,,,,9252天前,2026-05-02,用工程师视角拆解语言、系统与开发工具问题，技术含量高且可直接借鉴。,高,高,弱,深度文章、教程,提供启发，会让人想动手试一试,学习积累、项目调研、系统补课,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,danielwirtz.com,https://danielwirtz.com/rss.xml,,https://danielwirtz.com,rss,P2,active,产品、设计、科技,en,,,,1604天前,2026-05-02,围绕产品、交互与工具体验提供高质量判断，适合校准做产品和设计的手感。,中,高,中,深度文章、观点评论,提供启发，容易激发改产品的冲动,项目调研、产品思考、写作素材,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,matduggan.com,https://matduggan.com/rss/,,https://matduggan.com,rss,P2,active,产品、编程、科技,en,,,,1天前,2026-05-02,用工程师视角拆解语言、系统与开发工具问题，技术含量高且可直接借鉴。,高,高,中,深度文章、教程,提供启发，会让人想动手试一试,学习积累、项目调研、系统补课,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,refactoringenglish.com,https://refactoringenglish.com/index.xml,,https://refactoringenglish.com,rss,P2,active,设计、安全,en,,,,38天前,2026-05-02,专注安全事件、漏洞研究与攻击链分析，适合建立风险判断和防御意识。,高,高,中,深度文章、研究披露,警觉、提供启发，偶尔会带来一点安全焦虑,项目调研、学习积累、风险感知,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,worksonmymachine.substack.com,https://worksonmymachine.substack.com/feed,,https://worksonmymachine.substack.com,rss,P2,active,编程、产品,en,,,,6天前,2026-05-02,持续输出高质量个人观察与行业思考，适合补充日常信息视角。,中,高,中,深度文章、观点评论,提供启发,日常浏览、学习积累、写作素材,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,philiplaine.com,https://philiplaine.com/index.xml,,https://philiplaine.com,rss,P2,active,科技,en,,,,376天前,2026-05-02,持续输出高质量个人观察与行业思考，适合补充日常信息视角。,中,高,中,深度文章、观点评论,提供启发,日常浏览、学习积累、写作素材,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,steveblank.com,https://steveblank.com/feed/,,https://steveblank.com,rss,P2,active,AI、产品、财经,en,,,,3天前,2026-05-02,围绕 AI 进展、应用与行业变化提供持续观察，适合把握技术与产品方向。,高,高,中,深度文章、观点评论,提供启发，偶尔带来一点 FOMO,日常浏览、项目调研、学习积累,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,bernsteinbear.com,https://bernsteinbear.com/feed.xml,,https://bernsteinbear.com,rss,P2,active,编程、科技,en,,,,28天前,2026-05-02,用工程师视角拆解语言、系统与开发工具问题，技术含量高且可直接借鉴。,高,高,中,深度文章、教程,提供启发，会让人想动手试一试,学习积累、项目调研、系统补课,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,danieldelaney.net,https://danieldelaney.net/feed,,https://danieldelaney.net,rss,P2,active,编程、科技,en,,,,184天前,2026-05-02,用工程师视角拆解语言、系统与开发工具问题，技术含量高且可直接借鉴。,高,高,弱,深度文章、教程,提供启发，会让人想动手试一试,学习积累、项目调研、系统补课,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,troyhunt.com,https://www.troyhunt.com/rss/,,https://troyhunt.com,rss,P2,active,安全、科技,en,,,,4天前,2026-05-02,专注安全事件、漏洞研究与攻击链分析，适合建立风险判断和防御意识。,高,高,强,深度文章、研究披露,警觉、提供启发，偶尔会带来一点安全焦虑,项目调研、学习积累、风险感知,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,herman.bearblog.dev,https://herman.bearblog.dev/feed/,,https://herman.bearblog.dev,rss,P2,active,生活方式、社会,en,,,,10天前,2026-05-02,从技术、商业与公共议题切入提供观察，适合补充日常信息流之外的深层视角。,中,高,中,观点评论、深度文章,引发思考，偶尔会带来一点时代焦虑,周末阅读、写作素材、项目调研,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,tomrenner.com,https://tomrenner.com/index.xml,,https://tomrenner.com,rss,P2,active,AI、编程、科技、设计,en,,,,109天前,2026-05-02,围绕大模型、Agent 与 AI 工具实践持续输出一线观察，适合跟进能力边界和开发方法。,高,高,中,深度文章、教程,提供启发，也容易带来一点技术追赶压力,学习积累、项目调研、写作素材,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,blog.pixelmelt.dev,https://blog.pixelmelt.dev/rss/,,https://blog.pixelmelt.dev,rss,P2,active,英文博客,en,,,,失效,2026-05-02,,,,,,,,,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,martinalderson.com,https://martinalderson.com/feed.xml,,https://martinalderson.com,rss,P2,active,设计、产品、AI,en,,,,13天前,2026-05-02,围绕 AI 进展、应用与行业变化提供持续观察，适合把握技术与产品方向。,高,高,中,深度文章、观点评论,提供启发，偶尔带来一点 FOMO,日常浏览、项目调研、学习积累,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,danielchasehooper.com,https://danielchasehooper.com/feed.xml,,https://danielchasehooper.com,rss,P2,active,编程、科技,en,,,,115天前,2026-05-02,用工程师视角拆解语言、系统与开发工具问题，技术含量高且可直接借鉴。,高,高,弱,深度文章、教程,提供启发，会让人想动手试一试,学习积累、项目调研、系统补课,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,chiark.greenend.org.uk/~sgtatham,https://www.chiark.greenend.org.uk/~sgtatham/quasiblog/feed.xml,,https://chiark.greenend.org.uk/~sgtatham,rss,P2,active,社会,en,,,,242天前,2026-05-02,从技术、商业与公共议题切入提供观察，适合补充日常信息流之外的深层视角。,中,高,中,观点评论、深度文章,引发思考，偶尔会带来一点时代焦虑,周末阅读、写作素材、项目调研,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,grantslatton.com,https://grantslatton.com/rss.xml,,https://grantslatton.com,rss,P2,active,AI、编程,en,,,,82天前,2026-05-02,围绕大模型、Agent 与 AI 工具实践持续输出一线观察，适合跟进能力边界和开发方法。,高,高,中,深度文章、教程,提供启发，也容易带来一点技术追赶压力,学习积累、项目调研、写作素材,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,anildash.com,https://anildash.com/feed.xml,,https://anildash.com,rss,P2,active,社会、科技、产品,en,,,,31天前,2026-05-02,从技术、商业与公共议题切入提供观察，适合补充日常信息流之外的深层视角。,中,高,中,观点评论、深度文章,引发思考，偶尔会带来一点时代焦虑,周末阅读、写作素材、项目调研,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,aresluna.org,https://aresluna.org/main.rss,,https://aresluna.org,rss,P2,active,设计、产品、科技,en,,,,36天前,2026-05-02,围绕产品、交互与工具体验提供高质量判断，适合校准做产品和设计的手感。,中,高,中,深度文章、观点评论,提供启发，容易激发改产品的冲动,项目调研、产品思考、写作素材,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,michael.stapelberg.ch,https://michael.stapelberg.ch/feed.xml,,https://michael.stapelberg.ch,rss,P2,active,编程、科技,en,,,,26天前,2026-05-02,用工程师视角拆解语言、系统与开发工具问题，技术含量高且可直接借鉴。,高,高,中,深度文章、教程,提供启发，会让人想动手试一试,学习积累、项目调研、系统补课,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,miguelgrinberg.com,https://blog.miguelgrinberg.com/feed,,https://miguelgrinberg.com,rss,P2,active,编程、科技,en,,,,5天前,2026-05-02,用工程师视角拆解语言、系统与开发工具问题，技术含量高且可直接借鉴。,高,高,中,深度文章、教程,提供启发，会让人想动手试一试,学习积累、项目调研、系统补课,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,keygen.sh,https://keygen.sh/blog/feed.xml,,https://keygen.sh,rss,P2,active,编程、科技,en,,,,1732天前,2026-05-02,用工程师视角拆解语言、系统与开发工具问题，技术含量高且可直接借鉴。,高,高,弱,深度文章、教程,提供启发，会让人想动手试一试,学习积累、项目调研、系统补课,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,mjg59.dreamwidth.org,https://mjg59.dreamwidth.org/data/rss,,https://mjg59.dreamwidth.org,rss,P2,active,设计、安全,en,,,,116天前,2026-05-02,专注安全事件、漏洞研究与攻击链分析，适合建立风险判断和防御意识。,高,高,中,深度文章、研究披露,警觉、提供启发，偶尔会带来一点安全焦虑,项目调研、学习积累、风险感知,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,computer.rip,https://computer.rip/rss.xml,,https://computer.rip,rss,P2,active,科技、历史,en,,,,6天前,2026-05-02,把计算机史、硬件细节和工程脉络讲得很生动，适合理解技术为何演化成今天这样。,高,高,中,深度文章、观点评论,沉浸、提供启发,周末阅读、学习积累、写作素材,低,added from user-provided OPML 2026-05-02
Articles,Y,英文博客,tedunangst.com,https://www.tedunangst.com/flak/rss,,https://tedunangst.com,rss,P2,active,英文博客,en,,,,失效,2026-05-02,,,,,,,,,added from user-provided OPML 2026-05-02
Articles,Y,播客,小宇宙 Podcast 643928f99361a4e7c38a9555,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/643928f99361a4e7c38a9555,http://127.0.0.1:1200/xiaoyuzhou/podcast/643928f99361a4e7c38a9555,https://www.xiaoyuzhoufm.com/podcast/643928f99361a4e7c38a9555,rss,P2,active,AI、科技、产品,zh,,,,464天前,2026-05-02,聚焦 AI 创业、模型演进与硬件机会，适合把握中文 AI 圈的一线判断。,高,高,弱,深度访谈、行业解读,提供启发，也会带来一点“别错过下一波机会”的紧迫感,项目调研、学习积累、写作素材,低,added from user request 2026-05-02
Articles,Y,播客,小宇宙 Podcast 61cbaac48bb4cd867fcabe22,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22,http://127.0.0.1:1200/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22,https://www.xiaoyuzhoufm.com/podcast/61cbaac48bb4cd867fcabe22,rss,P2,active,AI、财经、产品,zh,,,,296天前,2026-05-02,从增长、商业化和公司案例切入，讲清 AI 应用出海与美股公司的增长逻辑。,高,高,弱,深度访谈、观点评论、案例拆解,提供启发，偏商业视角，容易激发对增长和机会的关注,项目调研、学习积累、写作素材,低,added from user request 2026-05-02
Articles,Y,播客,小宇宙 Podcast 648b0b641c48983391a63f98,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/648b0b641c48983391a63f98,http://127.0.0.1:1200/xiaoyuzhou/podcast/648b0b641c48983391a63f98,https://www.xiaoyuzhoufm.com/podcast/648b0b641c48983391a63f98,rss,P2,active,AI、产品、财经,zh,,,,8天前,2026-05-02,持续追踪 AI 创业者和产品定义过程，能看到一线创始人的策略与取舍。,高,高,中,深度访谈、观点评论,提供启发，会激起很强的创业和做产品欲望,项目调研、产品思考、写作素材,低,added from user request 2026-05-02
Articles,Y,播客,小宇宙 Podcast 5e5c52c9418a84a04625e6cc,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/5e5c52c9418a84a04625e6cc,http://127.0.0.1:1200/xiaoyuzhou/podcast/5e5c52c9418a84a04625e6cc,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,rss,P2,active,AI、科技、财经、社会,zh,,,,9天前,2026-05-02,把硅谷热点、商业权力和技术变迁讲成有背景的叙事，信息面宽且解释性强。,高,高,中,深度访谈、观点评论、热点解读,提供启发，偶尔会因为议题宏大而带来一点时代焦虑,周末阅读、项目调研、写作素材,低,added from user request 2026-05-02
Articles,Y,播客,小宇宙 Podcast 63b7dd49289d2739647d9587,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/63b7dd49289d2739647d9587,http://127.0.0.1:1200/xiaoyuzhou/podcast/63b7dd49289d2739647d9587,https://www.xiaoyuzhoufm.com/podcast/63b7dd49289d2739647d9587,rss,P2,active,AI、产品、财经,zh,,,,4天前,2026-05-02,围绕品牌出海、硬件创业和北美市场实战，能看到真实业务经验与路径选择。,高,高,中,深度访谈、案例拆解,提供启发，适合在想做海外业务时打开视野,项目调研、学习积累、商业研究,低,added from user request 2026-05-02
Articles,Y,播客,小宇宙 Podcast 6507bc165c88d2412626b401,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/6507bc165c88d2412626b401,http://127.0.0.1:1200/xiaoyuzhou/podcast/6507bc165c88d2412626b401,https://www.xiaoyuzhoufm.com/podcast/6507bc165c88d2412626b401,rss,P2,active,AI、科技、财经,zh,,,,2天前,2026-05-02,高频跟踪 AI 产业、云厂商与创业生态，用研究型长谈快速建立行业全景。,高,高,强,周报、观点评论、行业解读,提供启发，也容易带来一点行业追赶压力,项目调研、学习积累、写作素材,低,added from user request 2026-05-02
Articles,Y,英文博客,Lil'Log,https://lilianweng.github.io/index.xml,,https://lilianweng.github.io,rss,P2,active,AI、科技、编程,en,,,,366天前,2026-05-02,围绕大模型、Agent 与 AI 工具实践持续输出一线观察，适合跟进能力边界和开发方法。,高,高,中,深度文章、教程,提供启发，也容易带来一点技术追赶压力,学习积累、项目调研、写作素材,低,added from user request 2026-05-02
Articles,Y,英文博客,Very Small Woods,https://www.verysmallwoods.com/feed.xml,,https://www.verysmallwoods.com,rss,P2,active,AI、编程、产品,en,,,,5天前,2026-05-02,围绕大模型、Agent 与 AI 工具实践持续输出一线观察，适合跟进能力边界和开发方法。,高,高,中,深度文章、教程,提供启发，也容易带来一点技术追赶压力,学习积累、项目调研、写作素材,低,added from user request 2026-05-02
Articles,Y,微信公众号,数字生命卡兹克,http://192.168.1.6:8003/feed/MP_WXS_3223096120.atom,http://127.0.0.1:8003/feed/MP_WXS_3223096120.atom,http://192.168.1.6:8003/feed/MP_WXS_3223096120.atom,rss,P2,active,AI、科技、社会,zh,不定,,,2天前,2026-05-02,从数字生命、AI Agent 和技术趋势观察 AI 对个人与社会的影响。,高,高,中,深度文章、观点评论,提供启发，也会带来一点未来感焦虑,周末阅读、写作素材、项目调研,低,local we-mp-rss; requested=数字生命卡兹克; add_status=ADDED; recent=分享一下2026我最常用的AI产品。 | 开源「洁癖.skill」，让你的Agent越用越聪明。 | 这个51K星标的开源神器，让任何Agent都能一键切换所有模型。
Articles,Y,微信公众号,AGI Hunt,http://192.168.1.6:8003/feed/MP_WXS_3087832081.atom,http://127.0.0.1:8003/feed/MP_WXS_3087832081.atom,http://192.168.1.6:8003/feed/MP_WXS_3087832081.atom,rss,P2,active,AI、科技、产品,zh,不定,,,6小时前,2026-05-02,追踪 AGI 产品、模型和应用机会，适合快速发现 AI 新方向。,中,中,强,短资讯、项目发布、观点评论,带来 FOMO、提供启发,日常浏览、项目调研,中,local we-mp-rss; requested=AGI Hunt; add_status=ADDED; recent=Codex 宠物上线，一键即可唤醒 | Codex 推出 /goal 功能，不达目标，不罢休 | 你的ChatGPT 长什么样？
Articles,Y,微信公众号,卡尔的AI沃茨,http://192.168.1.6:8003/feed/MP_WXS_3871977637.atom,http://127.0.0.1:8003/feed/MP_WXS_3871977637.atom,http://192.168.1.6:8003/feed/MP_WXS_3871977637.atom,rss,P2,active,AI、产品、教程,zh,不定,,,1天前,2026-05-02,围绕 Prompt、AI 工具和产品实践做低门槛教程，适合上手试用。,中,高,中,教程、项目发布、观点评论,提供启发、激发动手欲,学习积累、项目调研,中,local we-mp-rss; requested=卡尔的AI沃茨; add_status=ADDED; recent=千元横测GPT、DeepSeek、Xiaomi、MiniMax的最强模型，我找到了跟Agent们的绝配 | 实测千问新出的PPT Agent，可算不用为了风格化牺牲二次编辑了。 | 实测Hy3 preview后我发现小看腾讯做大模型决心了
Articles,Y,微信公众号,赛博禅心,http://192.168.1.6:8003/feed/MP_WXS_3934419561.atom,http://127.0.0.1:8003/feed/MP_WXS_3934419561.atom,http://192.168.1.6:8003/feed/MP_WXS_3934419561.atom,rss,P2,active,AI、心理、社会,zh,不定,,,1天前,2026-05-02,把 AI、技术伦理和内在修行放在一起观察，适合从人文角度理解 AI。,中,高,中,观点评论、深度文章,提供启发、带来沉思,周末阅读、写作素材、情绪放松,低,local we-mp-rss; requested=赛博禅心; add_status=ADDED; recent=CS：非遗传承 | Agent 可开 Cloudflare 账户了：自主买付钱、买域名、做部署 | 「生物信息学」评测，Claude 反超人类专家
Articles,Y,微信公众号,AI产品黄叔,http://192.168.1.6:8003/feed/MP_WXS_2398553439.atom,http://127.0.0.1:8003/feed/MP_WXS_2398553439.atom,http://192.168.1.6:8003/feed/MP_WXS_2398553439.atom,rss,P2,active,AI、产品、财经,zh,不定,,,5天前,2026-05-02,从产品经理视角拆 AI 产品、商业化和落地路径，适合做产品判断。,高,高,中,观点评论、教程,提供启发、轻微 FOMO,项目调研、学习积累、写作素材,低,local we-mp-rss; requested=AI产品黄叔; add_status=ADDED; recent=AI时代人最大的幻觉 | 送了三个 1800 块的 CC Max，被打击了三次 | Skill 和 CLI：经验指导能力，能力丰富经验
Articles,Y,微信公众号,网罗灯下黑,http://192.168.1.6:8003/feed/MP_WXS_3565037632.atom,http://127.0.0.1:8003/feed/MP_WXS_3565037632.atom,http://192.168.1.6:8003/feed/MP_WXS_3565037632.atom,rss,P2,active,社会、科技,zh,不定,,,2天前,2026-05-02,用技术和信息视角观察社会暗面与网络生态，适合补充风险意识。,高,高,中,观点评论、深度文章,警觉、可能带来焦虑,写作素材、项目调研、周末阅读,中,local we-mp-rss; requested=网罗灯下黑; add_status=ADDED; recent=今天，给这个image2提示词大佬出篇个人专辑 | GPT Image 2 的骚玩法简直层出不穷 | 薅到了混元新模型免费token，让两只虾互相修理太爽了
Articles,Y,微信公众号,苍何,http://192.168.1.6:8003/feed/MP_WXS_3585152880.atom,http://127.0.0.1:8003/feed/MP_WXS_3585152880.atom,http://192.168.1.6:8003/feed/MP_WXS_3585152880.atom,rss,P2,active,AI、科技、产品,zh,不定,,,2天前,2026-05-02,关注 AI 产品、知识管理和创作者工具，适合寻找技术与内容结合的思路。,中,高,中,观点评论、深度文章,提供启发,学习积累、项目调研,低,local we-mp-rss; requested=苍何; add_status=ADDED; recent=WPS多维表格，给开发者铺了条新路！ | 我用 Tabbit 浏览器搭了一套内容创作全自动流水线，太香了！ | 用 Agent 团队来做知识管理，非常顶！
Articles,Y,微信公众号,饼干哥哥AGI,http://192.168.1.6:8003/feed/MP_WXS_2394281674.atom,http://127.0.0.1:8003/feed/MP_WXS_2394281674.atom,http://192.168.1.6:8003/feed/MP_WXS_2394281674.atom,rss,P2,active,AI、产品、教程,zh,不定,,,16小时前,2026-05-02,以 AGI 和数据工具为主线分享可操作的 AI 实践，适合快速试工具。,中,中,强,教程、项目发布、观点评论,带来行动感和一点 FOMO,项目调研、学习积累,中,local we-mp-rss; requested=饼干哥哥AGI; add_status=ADDED; recent=ChatGPT会员掉了，代充黑幕藏不住了 | 最强视频创作工作流：Image2 + Seedance 2.0，Topview一键闭环｜跨境电商版 | 月入百万的 AI中转站，钱到底从哪来？
Articles,Y,微信公众号,刘聪NLP,http://192.168.1.6:8003/feed/MP_WXS_3891555159.atom,http://127.0.0.1:8003/feed/MP_WXS_3891555159.atom,http://192.168.1.6:8003/feed/MP_WXS_3891555159.atom,rss,P2,active,AI、编程、科技,zh,不定,,,21小时前,2026-05-02,聚焦 NLP、大模型和技术学习笔记，适合技术向系统补课。,高,高,中,教程、深度文章,提供启发、激发动手欲,学习积累、项目调研,低,"local we-mp-rss; requested=刘聪NLP; add_status=ADDED; recent=DeepSeek官方发布Agent接入手册 https://github.com/deepseek-ai/awesome-deepseek-agent 我前两天分享过一篇内容，就是也许大家用的都还不是满血的DeepSee..., 核心是其实你在用DeepSeek-Pro的时候，可能没有触发max思考， 然后现在官方给了一份agent接入文档， 编程IDE和主流Agent都有，涉及， Claude Code、GitHub Copilot、GitHub Copilot CLI、Kilo Code、OpenCode、Deep Code、Crush、Pi、Reasonix、Langcli 比如CC要配置， $env:ANTHROPIC_BASE_URL=""https://api.deepseek.com/anthropic"" $env:ANTHROPIC_AUTH_TOKEN=""<你的 DeepSeek API Key>"" $env:ANTHROPIC_MODEL=""deepseek-v4-pro[1m]"" $env:ANTHROPIC_DEFAULT_OPUS_MODEL=""deepseek-v4-pro[1m]"" $env:ANTHROPIC_DEFAULT_SONNET_MODEL=""deepseek-v4-pro[1m]"" $env:ANTHROPIC_DEFAULT_HAIKU_MODEL=""deepseek-v4-flash"" $env:CLAUDE_CODE_SUBAGENT_MODEL=""deepseek-v4-flash"" $env:CLAUDE_CODE_EFFORT_LEVEL=""max"" [1m]这个不是写错，是100w上下文的支持， EFFORT_LEVEL要设置成max， 等等，详细见文档吧。 然后今天刷到牙医的一篇blog： https://weibo.com/2169039837/QDgUgCYrr 就是用 DeepSeek 的时候偶尔会遇到报错: HTTP 400 {""error"":{""message"":""The reasoning_content in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}} 核心是请求 DeepSeek API 必须在 tool_call 的时候回传 reasoning_content 这个字段， 很合理，但有时候返回结果就是没有，是个小bug？ 详细可以看源blog。 现在还是preview版本，期望更好。 最近其他DeepSeek内容， 解读DeepSeek最新多模态技术报告，要用视觉基本单元思考，看这一篇就够了 DeepSeek开眼了，更新多模态，实测过后发现。。。 也许大家用的都还不是满血的DeepSee... DeepSeek-V4开源，附论文细节解读&实测对比 | 解读DeepSeek最新多模态技术报告，要用视觉基本单元思考，看这一篇就够了 | 4月模型汇总，心心念念的DeepSeek开了，国内头部模型比御三家还差多少？"
Articles,Y,微信公众号,AI产品阿颖,http://192.168.1.6:8003/feed/MP_WXS_3892772220.atom,http://127.0.0.1:8003/feed/MP_WXS_3892772220.atom,http://192.168.1.6:8003/feed/MP_WXS_3892772220.atom,rss,P2,active,AI、产品,zh,不定,,,2天前,2026-05-02,从 AI 产品设计、用户场景和商业化切入，适合产品灵感收集。,中,高,中,观点评论、教程,提供启发,项目调研、写作素材,低,local we-mp-rss; requested=AI产品阿颖; add_status=ADDED; recent=第一次来深圳办 AI 大会，有点忐忑 | 一个小众模型突然火了，可能代表新的范式。 | 测完腾讯混元新模型，发现很多人没看懂它的思路
Articles,Y,微信公众号,01Founder,http://192.168.1.6:8003/feed/MP_WXS_3927644787.atom,http://127.0.0.1:8003/feed/MP_WXS_3927644787.atom,http://192.168.1.6:8003/feed/MP_WXS_3927644787.atom,rss,P2,active,AI、产品、财经,zh,不定,,,18小时前,2026-05-02,关注创业者、AI 产品和商业机会，适合观察早期趋势。,中,中,强,观点评论、短资讯,提供启发、带来机会焦虑,项目调研、日常浏览,中,local we-mp-rss; requested=01Founder; add_status=ADDED; recent=GPT-Image-2爆火半个月后，我采访了10个普通人 | OpenAI承认：他们最近最头疼的，不是马斯克，而是哥布林、浣熊和鸽子 | DeepSeek-V4对普通人到底意味着什么？
Articles,Y,微信公众号,AI故事计划,http://192.168.1.6:8003/feed/MP_WXS_3917501995.atom,http://127.0.0.1:8003/feed/MP_WXS_3917501995.atom,http://192.168.1.6:8003/feed/MP_WXS_3917501995.atom,rss,P2,active,AI、社会、生活方式,zh,不定,,,3天前,2026-05-02,用故事化方式记录 AI 时代的人和事，适合写作素材与行业观察。,中,高,中,深度文章、观点评论,提供启发、引发共鸣,写作素材、周末阅读,低,local we-mp-rss; requested=AI故事计划; add_status=ADDED; recent=10后，开始用AI给自己编黄冈密卷了 | 一本DeepSeek操作书卖出2300万，AI图书疯狂造富 | Claude实名风暴72小时
Articles,Y,微信公众号,十字路口Crossing,http://192.168.1.6:8003/feed/MP_WXS_3010319264.atom,http://127.0.0.1:8003/feed/MP_WXS_3010319264.atom,http://192.168.1.6:8003/feed/MP_WXS_3010319264.atom,rss,P2,active,社会、财经、科技,zh,不定,,,1天前,2026-05-02,从转型节点观察商业、社会与科技变化，适合做宏观材料补充。,高,高,中,深度文章、观点评论,引发思考，偶尔带来时代焦虑,周末阅读、写作素材、项目调研,低,local we-mp-rss; requested=十字路口Crossing; add_status=ADDED; recent=入局，2026！十字路口AI开放麦：13位分享者实录 | 具身智能的下一步：边部署，边进化 | Claude Design 大战 GPT Image-2：谁代表着下个时代的设计范式？
Articles,Y,微信公众号,沃垠AI,http://192.168.1.6:8003/feed/MP_WXS_3201599457.atom,http://127.0.0.1:8003/feed/MP_WXS_3201599457.atom,http://192.168.1.6:8003/feed/MP_WXS_3201599457.atom,rss,P2,active,AI、产品、教程,zh,不定,,,6小时前,2026-05-02,分享 AI 工具和应用落地案例，适合直接寻找可复用方案。,中,中,强,教程、项目发布,提供启发、激发动手欲,项目调研、学习积累,中,local we-mp-rss; requested=沃垠AI; add_status=ADDED; recent=最值得推荐的20个宝藏Skills，小众但真香 | DeepSeek「开眼」了，但你可能想多了 | 这次，我可能真的把自己蒸馏出来了
Articles,Y,微信公众号,阿伦AI学习笔记,http://192.168.1.6:8003/feed/MP_WXS_3957475902.atom,http://127.0.0.1:8003/feed/MP_WXS_3957475902.atom,http://192.168.1.6:8003/feed/MP_WXS_3957475902.atom,rss,P2,active,AI、编程、教程,zh,不定,,,3天前,2026-05-02,持续记录 AI 学习、工具和实践经验，适合系统积累。,中,高,中,教程、学习笔记,提供启发、降低上手门槛,学习积累、项目调研,低,local we-mp-rss; requested=阿伦AI学习笔记; add_status=ADDED; recent=一站式实测欢乐马Happy Horse视频新模型，Seedance2.0稳了吗？ | Image2+Seedance2.0八大爆火玩法全公开，每一个都是王炸 | 大爆又能赚！AI水果“狗血”短剧条条几十万赞，多种变现方式真让人眼红
Articles,Y,微信公众号,胡说成理,http://192.168.1.6:8003/feed/MP_WXS_3297021519.atom,http://127.0.0.1:8003/feed/MP_WXS_3297021519.atom,http://192.168.1.6:8003/feed/MP_WXS_3297021519.atom,rss,P2,active,社会、心理、生活方式,zh,不定,,,3天前,2026-05-02,把复杂社会和个人议题讲得有条理，适合做观点整理。,高,高,中,观点评论、深度文章,提供启发、引发思考,周末阅读、写作素材,低,local we-mp-rss; requested=胡说成理; add_status=ADDED; recent=DeepSeek V4在前，美团LongCat跟进，中国AI迈过算力门槛 | 问界上榜，第一和唯一 | 万字深度：鸿蒙的1000天
